,attacks
2204,normal
2205,mscan
2206,neptune
2207,warezmaster
2208,satan
2209,neptune
2210,neptune
2211,guess_passwd
2212,normal
2213,httptunnel
2214,neptune
2215,neptune
2216,neptune
2217,neptune
2218,normal
2219,neptune
2220,normal
2221,guess_passwd
2222,neptune
2223,neptune
2224,normal
2225,smurf
2226,normal
2227,normal
2228,smurf
2229,neptune
2230,smurf
2231,guess_passwd
2232,neptune
2233,normal
2234,neptune
2235,snmpguess
2236,normal
2237,neptune
2238,satan
2239,apache2
2240,mscan
2241,normal
2242,neptune
2243,normal
2244,apache2
2245,processtable
2246,processtable
2247,smurf
2248,neptune
2249,guess_passwd
2250,neptune
2251,neptune
2252,processtable
2253,mailbomb
2254,neptune
2255,normal
2256,processtable
2257,neptune
2258,back
2259,normal
2260,normal
2261,processtable
2262,normal
2263,normal
2264,back
2265,mscan
2266,normal
2267,normal
2268,normal
2269,mscan
2270,normal
2271,normal
2272,normal
2273,satan
2274,saint
2275,normal
2276,apache2
2277,normal
2278,normal
2279,neptune
2280,normal
2281,normal
2282,smurf
2283,normal
2284,normal
2285,smurf
2286,normal
2287,smurf
2288,normal
2289,guess_passwd
2290,mscan
2291,mscan
2292,normal
2293,normal
2294,normal
2295,neptune
2296,normal
2297,neptune
2298,mscan
2299,multihop
2300,normal
2301,saint
2302,warezmaster
2303,normal
2304,back
2305,normal
2306,apache2
2307,normal
2308,guess_passwd
2309,neptune
2310,normal
2311,normal
2312,normal
2313,neptune
2314,normal
2315,normal
2316,normal
2317,normal
2318,neptune
2319,normal
2320,neptune
2321,normal
2322,normal
2323,mscan
2324,normal
2325,neptune
2326,warezmaster
2327,warezmaster
2328,normal
2329,nmap
2330,processtable
2331,mscan
2332,apache2
2333,warezmaster
2334,normal
2335,back
2336,normal
2337,normal
2338,neptune
2339,apache2
2340,neptune
2341,normal
2342,processtable
2343,normal
2344,neptune
2345,portsweep
2346,normal
2347,processtable
2348,neptune
2349,neptune
2350,smurf
2351,guess_passwd
2352,neptune
2353,apache2
2354,neptune
2355,normal
2356,mscan
2357,processtable
2358,warezmaster
2359,mailbomb
2360,normal
2361,neptune
2362,warezmaster
2363,normal
2364,normal
2365,normal
2366,processtable
2367,normal
2368,normal
2369,normal
2370,normal
2371,guess_passwd
2372,neptune
2373,processtable
2374,normal
2375,neptune
2376,snmpguess
2377,normal
2378,normal
2379,normal
2380,normal
2381,neptune
2382,apache2
2383,satan
2384,neptune
2385,normal
2386,normal
2387,guess_passwd
2388,neptune
2389,smurf
2390,guess_passwd
2391,normal
2392,warezmaster
2393,smurf
2394,normal
2395,neptune
2396,normal
2397,neptune
2398,processtable
2399,processtable
2400,neptune
2401,normal
2402,normal
2403,normal
2404,neptune
2405,normal
2406,neptune
2407,normal
2408,normal
2409,normal
2410,saint
2411,apache2
2412,neptune
2413,guess_passwd
2414,normal
2415,processtable
2416,neptune
2417,normal
2418,httptunnel
2419,normal
2420,xterm
2421,normal
2422,normal
2423,normal
2424,neptune
2425,normal
2426,normal
2427,back
2428,guess_passwd
2429,neptune
2430,neptune
2431,neptune
2432,back
2433,guess_passwd
2434,apache2
2435,processtable
2436,neptune
2437,guess_passwd
2438,normal
2439,saint
2440,normal
2441,normal
2442,satan
2443,mscan
2444,neptune
2445,normal
2446,normal
2447,satan
2448,normal
2449,smurf
2450,normal
2451,neptune
2452,normal
2453,normal
2454,neptune
2455,processtable
2456,normal
2457,neptune
2458,neptune
2459,normal
2460,mscan
2461,neptune
2462,normal
2463,neptune
2464,neptune
2465,normal
2466,normal
2467,snmpguess
2468,normal
2469,normal
2470,mscan
2471,neptune
2472,warezmaster
2473,normal
2474,normal
2475,warezmaster
2476,normal
2477,normal
2478,neptune
2479,normal
2480,apache2
2481,apache2
2482,normal
2483,normal
2484,warezmaster
2485,neptune
2486,normal
2487,normal
2488,normal
2489,normal
2490,normal
2491,normal
2492,saint
2493,neptune
2494,neptune
2495,normal
2496,normal
2497,processtable
2498,normal
2499,normal
2500,normal
2501,mscan
2502,neptune
2503,normal
2504,normal
2505,warezmaster
2506,mscan
2507,normal
2508,guess_passwd
2509,normal
2510,processtable
2511,neptune
2512,normal
2513,mscan
2514,back
2515,neptune
2516,normal
2517,normal
2518,normal
2519,saint
2520,neptune
2521,guess_passwd
2522,normal
2523,saint
2524,guess_passwd
2525,neptune
2526,neptune
2527,smurf
2528,smurf
2529,saint
2530,satan
2531,back
2532,satan
2533,mscan
2534,nmap
2535,neptune
2536,normal
2537,normal
2538,normal
2539,snmpguess
2540,processtable
2541,saint
2542,normal
2543,normal
2544,normal
2545,normal
2546,neptune
2547,normal
2548,guess_passwd
2549,neptune
2550,warezmaster
2551,processtable
2552,normal
2553,normal
2554,normal
2555,normal
2556,normal
2557,normal
2558,back
2559,mscan
2560,normal
2561,normal
2562,normal
2563,normal
2564,mscan
2565,mscan
2566,normal
2567,normal
2568,httptunnel
2569,satan
2570,normal
2571,normal
2572,mscan
2573,warezmaster
2574,normal
2575,normal
2576,normal
2577,neptune
2578,normal
2579,apache2
2580,normal
2581,guess_passwd
2582,guess_passwd
2583,normal
2584,normal
2585,satan
2586,normal
2587,normal
2588,normal
2589,normal
2590,mailbomb
2591,smurf
2592,normal
2593,guess_passwd
2594,processtable
2595,mscan
2596,nmap
2597,normal
2598,normal
2599,neptune
2600,normal
2601,apache2
2602,normal
2603,normal
2604,neptune
2605,normal
2606,neptune
2607,normal
2608,normal
2609,neptune
2610,normal
2611,neptune
2612,neptune
2613,neptune
2614,normal
2615,normal
2616,neptune
2617,guess_passwd
2618,processtable
2619,neptune
2620,normal
2621,warezmaster
2622,httptunnel
2623,normal
2624,mscan
2625,mscan
2626,normal
2627,neptune
2628,neptune
2629,normal
2630,normal
2631,normal
2632,normal
2633,normal
2634,normal
2635,normal
2636,satan
2637,normal
2638,satan
2639,processtable
2640,normal
2641,normal
2642,apache2
2643,normal
2644,normal
2645,normal
2646,neptune
2647,satan
2648,normal
2649,neptune
2650,guess_passwd
2651,normal
2652,normal
2653,normal
2654,neptune
2655,normal
2656,guess_passwd
2657,smurf
2658,normal
2659,normal
2660,warezmaster
2661,normal
2662,normal
2663,normal
2664,normal
2665,normal
2666,neptune
2667,warezmaster
2668,neptune
2669,guess_passwd
2670,normal
2671,mscan
2672,normal
2673,guess_passwd
2674,smurf
2675,neptune
2676,normal
2677,warezmaster
2678,processtable
2679,guess_passwd
2680,neptune
2681,normal
2682,mscan
2683,warezmaster
2684,normal
2685,normal
2686,neptune
2687,normal
2688,normal
2689,neptune
2690,normal
2691,portsweep
2692,normal
2693,normal
2694,httptunnel
2695,mscan
2696,normal
2697,guess_passwd
2698,normal
2699,apache2
2700,normal
2701,normal
2702,apache2
2703,normal
2704,normal
2705,neptune
2706,normal
2707,neptune
2708,smurf
2709,neptune
2710,normal
2711,neptune
2712,ps
2713,pod
2714,normal
2715,normal
2716,normal
2717,normal
2718,normal
2719,normal
2720,neptune
2721,neptune
2722,smurf
2723,ipsweep
2724,smurf
2725,saint
2726,smurf
2727,warezmaster
2728,neptune
2729,normal
2730,apache2
2731,back
2732,neptune
2733,neptune
2734,guess_passwd
2735,guess_passwd
2736,guess_passwd
2737,mailbomb
2738,satan
2739,neptune
2740,back
2741,normal
2742,neptune
2743,neptune
2744,xterm
2745,processtable
2746,warezmaster
2747,normal
2748,normal
2749,neptune
2750,neptune
2751,normal
2752,smurf
2753,mscan
2754,normal
2755,processtable
2756,normal
2757,normal
2758,warezmaster
2759,satan
2760,normal
2761,normal
2762,normal
2763,warezmaster
2764,neptune
2765,neptune
2766,neptune
2767,normal
2768,normal
2769,normal
2770,neptune
2771,normal
2772,snmpguess
2773,normal
2774,normal
2775,normal
2776,mscan
2777,processtable
2778,normal
2779,apache2
2780,normal
2781,normal
2782,warezmaster
2783,neptune
2784,neptune
2785,neptune
2786,normal
2787,normal
2788,smurf
2789,normal
2790,normal
2791,normal
2792,normal
2793,guess_passwd
2794,saint
2795,neptune
2796,neptune
2797,neptune
2798,normal
2799,neptune
2800,mailbomb
2801,normal
2802,guess_passwd
2803,mailbomb
2804,neptune
2805,mscan
2806,normal
2807,normal
2808,neptune
2809,normal
2810,mscan
2811,neptune
2812,normal
2813,normal
2814,smurf
2815,normal
2816,normal
2817,normal
2818,neptune
2819,normal
2820,neptune
2821,apache2
2822,neptune
2823,normal
2824,mscan
2825,smurf
2826,satan
2827,apache2
2828,neptune
2829,normal
2830,back
2831,neptune
2832,normal
2833,neptune
2834,mscan
2835,snmpguess
2836,neptune
2837,back
2838,normal
2839,mscan
2840,warezmaster
2841,warezmaster
2842,neptune
2843,saint
2844,neptune
2845,smurf
2846,neptune
2847,neptune
2848,apache2
2849,normal
2850,normal
2851,normal
2852,guess_passwd
2853,satan
2854,normal
2855,normal
2856,normal
2857,normal
2858,normal
2859,normal
2860,mscan
2861,satan
2862,normal
2863,normal
2864,normal
2865,neptune
2866,normal
2867,normal
2868,normal
2869,processtable
2870,neptune
2871,neptune
2872,normal
2873,warezmaster
2874,normal
2875,neptune
2876,normal
2877,normal
2878,warezmaster
2879,ipsweep
2880,neptune
2881,satan
2882,normal
2883,normal
2884,normal
2885,satan
2886,neptune
2887,normal
2888,neptune
2889,normal
2890,normal
2891,normal
2892,neptune
2893,neptune
2894,warezmaster
2895,back
2896,snmpgetattack
2897,warezmaster
2898,normal
2899,normal
2900,normal
2901,neptune
2902,normal
2903,apache2
2904,guess_passwd
2905,normal
2906,guess_passwd
2907,normal
2908,guess_passwd
2909,apache2
2910,normal
2911,normal
2912,neptune
2913,normal
2914,normal
2915,neptune
2916,neptune
2917,normal
2918,normal
2919,normal
2920,normal
2921,neptune
2922,normal
2923,normal
2924,neptune
2925,warezmaster
2926,warezmaster
2927,neptune
2928,neptune
2929,neptune
2930,normal
2931,warezmaster
2932,normal
2933,guess_passwd
2934,processtable
2935,apache2
2936,normal
2937,normal
2938,normal
2939,normal
2940,normal
2941,apache2
2942,normal
2943,normal
2944,processtable
2945,normal
2946,processtable
2947,snmpguess
2948,mscan
2949,guess_passwd
2950,saint
2951,back
2952,processtable
2953,back
2954,normal
2955,neptune
2956,mscan
2957,normal
2958,normal
2959,normal
2960,normal
2961,normal
2962,normal
2963,normal
2964,neptune
2965,neptune
2966,normal
2967,normal
2968,pod
2969,guess_passwd
2970,guess_passwd
2971,neptune
2972,satan
2973,normal
2974,normal
2975,guess_passwd
2976,normal
2977,neptune
2978,normal
2979,normal
2980,neptune
2981,normal
2982,smurf
2983,neptune
2984,neptune
2985,neptune
2986,normal
2987,normal
2988,normal
2989,normal
2990,normal
2991,neptune
2992,normal
2993,normal
2994,normal
2995,normal
2996,apache2
2997,guess_passwd
2998,normal
2999,normal
3000,satan
3001,processtable
3002,neptune
3003,normal
3004,warezmaster
3005,normal
3006,neptune
3007,normal
3008,neptune
3009,mscan
3010,guess_passwd
3011,neptune
3012,apache2
3013,neptune
3014,mailbomb
3015,mscan
3016,normal
3017,normal
3018,normal
3019,normal
3020,guess_passwd
3021,neptune
3022,guess_passwd
3023,normal
3024,normal
3025,neptune
3026,satan
3027,guess_passwd
3028,normal
3029,normal
3030,normal
3031,neptune
3032,neptune
3033,normal
3034,warezmaster
3035,mscan
3036,guess_passwd
3037,neptune
3038,mscan
3039,warezmaster
3040,neptune
3041,normal
3042,warezmaster
3043,guess_passwd
3044,normal
3045,normal
3046,mailbomb
3047,guess_passwd
3048,satan
3049,mscan
3050,normal
3051,normal
3052,normal
3053,satan
3054,apache2
3055,nmap
3056,normal
3057,guess_passwd
3058,normal
3059,apache2
3060,neptune
3061,normal
3062,normal
3063,normal
3064,normal
3065,smurf
3066,warezmaster
3067,neptune
3068,smurf
3069,normal
3070,apache2
3071,mscan
3072,snmpguess
3073,normal
3074,normal
3075,mscan
3076,mailbomb
3077,neptune
3078,normal
3079,smurf
3080,normal
3081,neptune
3082,normal
3083,neptune
3084,neptune
3085,normal
3086,httptunnel
3087,normal
3088,guess_passwd
3089,normal
3090,warezmaster
3091,httptunnel
3092,processtable
3093,neptune
3094,neptune
3095,mailbomb
3096,normal
3097,normal
3098,neptune
3099,normal
3100,normal
3101,neptune
3102,neptune
3103,normal
3104,smurf
3105,normal
3106,normal
3107,normal
3108,mailbomb
3109,normal
3110,worm
3111,normal
3112,guess_passwd
3113,warezmaster
3114,normal
3115,normal
3116,smurf
3117,neptune
3118,neptune
3119,processtable
3120,smurf
3121,neptune
3122,guess_passwd
3123,normal
3124,normal
3125,normal
3126,normal
3127,neptune
3128,warezmaster
3129,normal
3130,mscan
3131,mscan
3132,normal
3133,normal
3134,processtable
3135,snmpgetattack
3136,neptune
3137,neptune
3138,warezmaster
3139,saint
3140,neptune
3141,neptune
3142,teardrop
3143,normal
3144,normal
3145,normal
3146,guess_passwd
3147,guess_passwd
3148,neptune
3149,warezmaster
3150,normal
3151,normal
3152,satan
3153,neptune
3154,neptune
3155,satan
3156,snmpguess
3157,normal
3158,warezmaster
3159,neptune
3160,normal
3161,normal
3162,normal
3163,neptune
3164,neptune
3165,neptune
3166,normal
3167,normal
3168,normal
3169,normal
3170,neptune
3171,neptune
3172,normal
3173,normal
3174,apache2
3175,normal
3176,normal
3177,normal
3178,neptune
3179,back
3180,mscan
3181,neptune
3182,guess_passwd
3183,normal
3184,normal
3185,normal
3186,normal
3187,normal
3188,ps
3189,normal
3190,neptune
3191,smurf
3192,back
3193,snmpguess
3194,apache2
3195,neptune
3196,normal
3197,normal
3198,back
3199,smurf
3200,normal
3201,mscan
3202,normal
3203,normal
3204,mscan
3205,normal
3206,saint
3207,normal
3208,processtable
3209,normal
3210,normal
3211,normal
3212,normal
3213,neptune
3214,neptune
3215,neptune
3216,buffer_overflow
3217,neptune
3218,normal
3219,guess_passwd
3220,normal
3221,neptune
3222,warezmaster
3223,mailbomb
3224,guess_passwd
3225,normal
3226,guess_passwd
3227,guess_passwd
3228,neptune
3229,neptune
3230,neptune
3231,satan
3232,normal
3233,neptune
3234,normal
3235,normal
3236,normal
3237,normal
3238,mscan
3239,normal
3240,guess_passwd
3241,normal
3242,processtable
3243,normal
3244,normal
3245,apache2
3246,normal
3247,guess_passwd
3248,normal
3249,back
3250,normal
3251,snmpguess
3252,normal
3253,neptune
3254,normal
3255,neptune
3256,processtable
3257,neptune
3258,normal
3259,normal
3260,neptune
3261,normal
3262,normal
3263,normal
3264,warezmaster
3265,neptune
3266,neptune
3267,guess_passwd
3268,neptune
3269,neptune
3270,mscan
3271,normal
3272,normal
3273,apache2
3274,neptune
3275,snmpguess
3276,warezmaster
3277,satan
3278,portsweep
3279,normal
3280,normal
3281,neptune
3282,saint
3283,snmpguess
3284,apache2
3285,normal
3286,normal
3287,neptune
3288,mscan
3289,normal
3290,satan
3291,guess_passwd
3292,normal
3293,back
3294,satan
3295,normal
3296,snmpguess
3297,warezmaster
3298,normal
3299,back
3300,apache2
3301,guess_passwd
3302,normal
3303,mscan
3304,httptunnel
3305,normal
3306,normal
3307,neptune
3308,neptune
3309,normal
3310,normal
3311,neptune
3312,mscan
3313,neptune
3314,satan
3315,normal
3316,normal
3317,guess_passwd
3318,guess_passwd
3319,normal
3320,normal
3321,normal
3322,normal
3323,processtable
3324,smurf
3325,normal
3326,neptune
3327,normal
3328,neptune
3329,neptune
3330,neptune
3331,normal
3332,satan
3333,warezmaster
3334,normal
3335,apache2
3336,normal
3337,mscan
3338,normal
3339,normal
3340,guess_passwd
3341,neptune
3342,apache2
3343,apache2
3344,normal
3345,normal
3346,saint
3347,neptune
3348,neptune
3349,neptune
3350,neptune
3351,normal
3352,normal
3353,neptune
3354,normal
3355,portsweep
3356,normal
3357,apache2
3358,normal
3359,neptune
3360,processtable
3361,neptune
3362,normal
3363,normal
3364,mailbomb
3365,normal
3366,mscan
3367,normal
3368,satan
3369,apache2
3370,mscan
3371,neptune
3372,normal
3373,normal
3374,normal
3375,guess_passwd
3376,normal
3377,apache2
3378,warezmaster
3379,normal
3380,smurf
3381,normal
3382,satan
3383,apache2
3384,normal
3385,normal
3386,mscan
3387,ipsweep
3388,normal
3389,mscan
3390,apache2
3391,normal
3392,neptune
3393,guess_passwd
3394,snmpguess
3395,portsweep
3396,processtable
3397,apache2
3398,normal
3399,normal
3400,normal
3401,neptune
3402,neptune
3403,snmpguess
3404,guess_passwd
3405,neptune
3406,normal
3407,neptune
3408,processtable
3409,apache2
3410,normal
3411,mscan
3412,normal
3413,smurf
3414,normal
3415,back
3416,processtable
3417,snmpguess
3418,neptune
3419,warezmaster
3420,normal
3421,mscan
3422,neptune
3423,normal
3424,saint
3425,normal
3426,normal
3427,mscan
3428,neptune
3429,neptune
3430,processtable
3431,normal
3432,smurf
3433,normal
3434,guess_passwd
3435,guess_passwd
3436,normal
3437,processtable
3438,guess_passwd
3439,normal
3440,neptune
3441,normal
3442,apache2
3443,neptune
3444,mscan
3445,normal
3446,mscan
3447,portsweep
3448,mscan
3449,normal
3450,mscan
3451,normal
3452,neptune
3453,normal
3454,snmpguess
3455,normal
3456,normal
3457,snmpguess
3458,smurf
3459,normal
3460,guess_passwd
3461,guess_passwd
3462,neptune
3463,satan
3464,neptune
3465,normal
3466,guess_passwd
3467,mscan
3468,neptune
3469,neptune
3470,snmpgetattack
3471,normal
3472,normal
3473,mailbomb
3474,apache2
3475,normal
3476,neptune
3477,neptune
3478,normal
3479,mscan
3480,normal
3481,named
3482,mscan
3483,normal
3484,normal
3485,normal
3486,normal
3487,normal
3488,smurf
3489,apache2
3490,neptune
3491,mscan
3492,warezmaster
3493,normal
3494,saint
3495,apache2
3496,normal
3497,normal
3498,neptune
3499,guess_passwd
3500,normal
3501,neptune
3502,normal
3503,warezmaster
3504,smurf
3505,normal
3506,satan
3507,neptune
3508,normal
3509,normal
3510,normal
3511,normal
3512,normal
3513,back
3514,neptune
3515,warezmaster
3516,saint
3517,guess_passwd
3518,normal
3519,warezmaster
3520,guess_passwd
3521,normal
3522,processtable
3523,satan
3524,neptune
3525,normal
3526,normal
3527,neptune
3528,apache2
3529,neptune
3530,normal
3531,normal
3532,normal
3533,normal
3534,guess_passwd
3535,smurf
3536,guess_passwd
3537,normal
3538,guess_passwd
3539,neptune
3540,normal
3541,normal
3542,mscan
3543,guess_passwd
3544,normal
3545,neptune
3546,normal
3547,normal
3548,neptune
3549,satan
3550,normal
3551,neptune
3552,normal
3553,smurf
3554,mscan
3555,snmpgetattack
3556,neptune
3557,normal
3558,snmpguess
3559,guess_passwd
3560,mscan
3561,satan
3562,normal
3563,normal
3564,warezmaster
3565,normal
3566,apache2
3567,neptune
3568,warezmaster
